Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
536260,DB13928,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01238,semaglutide,aripiprazole,Moderate,Antagonism
536368,DB00572,(.*) may increase the arrhythmogenic activities of (.*).,DB00195,atropine,betaxolol,Moderate,Synergism
536379,DB00486,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00880,nabilone,chlorothiazide,Moderate,New Adverse
536448,DB00537,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB13231,ciprofloxacin,calcium lactate,Unknown,Antagonism
536558,DB09330,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,osimertinib,cimetidine,Unknown,Synergism
536568,DB08895,(.*) may increase the immunosuppressive activities of (.*).,DB00443,tofacitinib,betamethasone,Unknown,Synergism
536599,DB00744,the metabolism of (.*) can be decreased when combined with (.*).,DB00197,zileuton,troglitazone,Moderate,Synergism
536645,DB09045,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01238,dulaglutide,aripiprazole,Unknown,Antagonism
536709,DB00889,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00472,granisetron,fluoxetine,Major,Synergism
536740,DB00443,the metabolism of (.*) can be decreased when combined with (.*).,DB01149,betamethasone,nefazodone,Moderate,Synergism
536750,DB01014,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00814,balsalazide,meloxicam,Moderate,Antagonism
536751,DB00310,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01309,chlorthalidone,insulin glulisine,Unknown,Synergism
536925,DB00295,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00371,morphine,meprobamate,Unknown,New Adverse
536939,DB00502,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00295,haloperidol,morphine,Major,New Adverse
536985,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01137,liraglutide,levofloxacin,Moderate,Synergism
537118,DB11130,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00215,opium,citalopram,Unknown,Synergism
537327,DB01611,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,hydroxychloroquine,aprepitant,Unknown,Synergism
537362,DB00216,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,eletriptan,dexfenfluramine,Major,Synergism
537468,DB00412,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB12015,rosiglitazone,alpelisib,Unknown,Antagonism
537477,DB01233,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01227,metoclopramide,levacetylmethadol,Moderate,Antagonism
537569,DB01129,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01416,rabeprazole,cefpodoxime,Unknown,Synergism
537601,DB00794,the metabolism of (.*) can be increased when combined with (.*).,DB00165,primidone,pyridoxine,Unknown,Antagonism
537733,DB01208,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11110,sparfloxacin,magnesium citrate,Moderate,Antagonism
537801,DB01026,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00338,ketoconazole,omeprazole,Unknown,Antagonism
537931,DB00911,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00541,tinidazole,vincristine,Unknown,Synergism
537965,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB06203,betamethasone,alogliptin,Unknown,Synergism
538053,DB00518,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,albendazole,aprepitant,Moderate,Synergism
538067,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00468,granisetron,quinine,Moderate,Synergism
538162,DB08815,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11130,lurasidone,opium,Moderate,New Adverse
538175,DB09049,the serum concentration of (.*) can be increased when it is combined with (.*).,DB11613,naloxegol,velpatasvir,Minor,Synergism
538179,DB06292,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01403,dapagliflozin,methotrimeprazine,Moderate,Antagonism
538290,DB01156,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08918,bupropion,levomilnacipran,Major,New Adverse
538347,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00508,glipizide,triflupromazine,Unknown,Antagonism
538348,DB06335,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00951,saxagliptin,isoniazid,Moderate,Antagonism
538563,DB00682,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,warfarin,clarithromycin,Unknown,Synergism
538584,DB01307,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00933,insulin detemir,mesoridazine,Unknown,Antagonism
538622,DB00909,the risk or severity of lactic acidosis can be increased when (.*) is combined with (.*).,DB00331,zonisamide,metformin,Unknown,Synergism
538632,DB10989,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00635,hepatitis a vaccine,prednisone,Moderate,Antagonism
538688,DB00783,the absorption of (.*) can be decreased when combined with (.*).,DB09265,estradiol,lixisenatide,Moderate,Antagonism
538718,DB01234,the metabolism of (.*) can be decreased when combined with (.*).,DB00932,dexamethasone,tipranavir,Moderate,Synergism
538747,DB01234,the metabolism of (.*) can be increased when combined with (.*).,DB08904,dexamethasone,certolizumab pegol,Major,Antagonism
538753,DB01105,the serum concentration of (.*) can be increased when it is combined with (.*).,DB12500,sibutramine,fedratinib,Moderate,Synergism
538760,DB01070,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00930,dihydrotachysterol,colesevelam,Moderate,Antagonism
538789,DB01124,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00703,tolbutamide,methazolamide,Moderate,Synergism
538815,DB00839,(.*) may increase the hypoglycemic activities of (.*).,DB06655,tolazamide,liraglutide,Moderate,Synergism
538897,DB00860,the metabolism of (.*) can be decreased when combined with (.*).,DB00220,prednisolone,nelfinavir,Moderate,Synergism
538956,DB06480,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01115,prucalopride,nifedipine,Minor,Antagonism
539123,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06287,metformin,temsirolimus,Moderate,Antagonism
539137,DB09061,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,cannabidiol,opium,Unknown,New Adverse
539143,DB01113,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB06216,papaverine,asenapine,Unknown,Synergism
539199,DB00635,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00047,prednisone,insulin glargine,Moderate,Synergism
539221,DB00295,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00350,morphine,minoxidil,Moderate,New Adverse
539226,DB01115,the metabolism of (.*) can be increased when combined with (.*).,DB00635,nifedipine,prednisone,Moderate,Antagonism
539275,DB06203,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00364,alogliptin,sucralfate,Moderate,Synergism
539308,DB00910,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01070,paricalcitol,dihydrotachysterol,Major,New Adverse
539435,DB08827,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00759,lomitapide,tetracycline,Major,Synergism
539446,DB06212,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,tolvaptan,clarithromycin,Unknown,Synergism
539616,DB00415,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01014,ampicillin,balsalazide,Unknown,Synergism
539779,DB06209,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,prasugrel,cimetidine,Minor,Synergism
539802,DB00635,the risk or severity of tendinopathy can be increased when (.*) is combined with (.*).,DB01165,prednisone,ofloxacin,Major,New Adverse
539879,DB00421,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB06480,spironolactone,prucalopride,Minor,New Adverse
539887,DB00082,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,pegvisomant,insulin human,Moderate,Synergism
539987,DB01136,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11126,carvedilol,calcium gluconate,Unknown,Antagonism
540044,DB00850,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,perphenazine,dronabinol,Unknown,Synergism
540094,DB11130,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01175,opium,escitalopram,Unknown,Synergism
540183,DB00839,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00576,tolazamide,sulfamethizole,Moderate,Synergism
540320,DB11627,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00620,hepatitis b vaccine (recombinant),triamcinolone,Unknown,Antagonism
540373,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00864,acarbose,tacrolimus,Moderate,Antagonism
540420,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00007,chlorpropamide,leuprolide,Moderate,Antagonism
540568,DB09564,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00503,insulin degludec,ritonavir,Moderate,Antagonism
540628,DB01263,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00213,posaconazole,pantoprazole,Moderate,Antagonism
540760,DB00860,the risk or severity of tendinopathy can be increased when (.*) is combined with (.*).,DB01059,prednisolone,norfloxacin,Major,New Adverse
540766,DB01276,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01155,exenatide,gemifloxacin,Moderate,Synergism
540783,DB00393,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,nimodipine,clarithromycin,Major,Synergism
540876,DB06706,(.*) may increase the sympathomimetic activities of (.*).,DB00752,isometheptene,tranylcypromine,Major,Synergism
540899,DB10316,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01234,mumps virus strain b level jeryl lynn live antigen,dexamethasone,Major,Antagonism
540910,DB01156,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00903,bupropion,etacrynic acid,Moderate,Antagonism
540966,DB00635,the metabolism of (.*) can be decreased when combined with (.*).,DB09048,prednisone,netupitant,Moderate,Synergism
541042,DB06480,the serum concentration of (.*) can be increased when it is combined with (.*).,DB08901,prucalopride,ponatinib,Minor,Synergism
541052,DB00197,the metabolism of (.*) can be decreased when combined with (.*).,DB00938,troglitazone,salmeterol,Unknown,Synergism
541087,DB12035,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01377,sarecycline,magnesium oxide,Moderate,Antagonism
541090,DB00937,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00451,diethylpropion,levothyroxine,Moderate,New Adverse
541226,DB01132,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00903,pioglitazone,etacrynic acid,Moderate,Antagonism
541325,DB06077,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00673,lumateperone,aprepitant,Major,Synergism
