Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
644576,DB01157,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00501,trimetrexate,cimetidine,Minor,Synergism,Unknown
644659,DB00880,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00747,chlorothiazide,scopolamine,Minor,Synergism,Unknown
644666,DB00193,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,tramadol,glycerol phenylbutyrate,Moderate,Synergism,Unknown
644778,DB06663,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00904,pasireotide,ondansetron,Major,Synergism,Unknown
644823,DB00470,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00343,dronabinol,diltiazem,Moderate,Synergism,Unknown
644890,DB00581,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11097,lactulose,plantago seed,Moderate,New Adverse,Adverse effects
644977,DB00424,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00813,hyoscyamine,fentanyl,Moderate,New Adverse,Adverse effects
645048,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01324,rosiglitazone,polythiazide,Moderate,Antagonism,Unknown
645065,DB01113,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09112,papaverine,nitrous acid,Moderate,New Adverse,Adverse effects
645114,DB09049,the metabolism of (.*) can be decreased when combined with (.*).,DB01263,naloxegol,posaconazole,Major,Synergism,Unknown
645247,DB00295,(.*) may increase the analgesic activities of (.*).,DB00780,morphine,phenelzine,Major,Synergism,Unknown
645258,DB00562,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB11113,benzthiazide,castor oil,Moderate,Synergism,Unknown
645269,DB00095,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01222,efalizumab,budesonide,Moderate,Synergism,Unknown
645283,DB00889,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00679,granisetron,thioridazine,Major,Synergism,Unknown
645490,DB00839,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00806,tolazamide,pentoxifylline,Moderate,Synergism,Unknown
645498,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB11827,glimepiride,ertugliflozin,Moderate,Synergism,Unknown
645524,DB01156,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB06216,bupropion,asenapine,Major,New Adverse,CNS depression
645542,DB00571,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00945,propranolol,acetylsalicylic acid,Minor,Antagonism,Unknown
645598,DB06825,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00904,triptorelin,ondansetron,Moderate,Synergism,Unknown
645610,DB00266,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,dicoumarol,metronidazole,Major,Synergism,Unknown
645640,DB14006,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,choline salicylate,insulin detemir,Moderate,Synergism,Unknown
645710,DB06684,the metabolism of (.*) can be decreased when combined with (.*).,DB01156,vilazodone,bupropion,Major,Synergism,Unknown
645804,DB00704,"the risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when (.*) is combined with (.*).",DB01098,naltrexone,rosuvastatin,Moderate,Synergism,Unknown
645849,DB00347,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,trimethadione,sibutramine,Moderate,New Adverse,Adverse effects
646029,DB00186,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,lorazepam,nabilone,Moderate,Synergism,Unknown
646050,DB04920,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00635,clevidipine,prednisone,Moderate,Synergism,Unknown
646057,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00612,magnesium carbonate,bisoprolol,Minor,Synergism,Unknown
646065,DB01137,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00853,levofloxacin,temozolomide,Minor,Synergism,Unknown
646106,DB01199,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00994,tubocurarine,neomycin,Major,Synergism,Unknown
646199,DB00601,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB01364,linezolid,ephedrine,Major,Synergism,Unknown
646212,DB00903,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB11110,etacrynic acid,magnesium citrate,Moderate,New Adverse,Dehydration
646254,DB00747,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00989,scopolamine,rivastigmine,Moderate,Antagonism,Unknown
646400,DB00524,(.*) may increase the hypokalemic activities of (.*).,DB00860,metolazone,prednisolone,Moderate,Synergism,Unknown
646474,DB01261,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06343,sitagliptin,teprotumumab,Moderate,Antagonism,Unknown
646484,DB00295,the metabolism of (.*) can be increased when combined with (.*).,DB00615,morphine,rifabutin,Moderate,Antagonism,Unknown
646500,DB00418,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01501,secobarbital,difenoxin,Moderate,New Adverse,CNS depression
646515,DB01067,the metabolism of (.*) can be decreased when combined with (.*).,DB00307,glipizide,bexarotene,Moderate,Synergism,Unknown
646576,DB00059,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01222,pegaspargase,budesonide,Moderate,Synergism,Unknown
646578,DB01226,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01172,mivacurium,kanamycin,Major,Synergism,Unknown
646702,DB00782,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00571,propantheline,propranolol,Moderate,Synergism,Unknown
646759,DB01124,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01097,tolbutamide,leflunomide,Moderate,Synergism,Unknown
646840,DB09272,(.*) may increase the pancreatitis activities of (.*).,DB00898,eluxadoline,ethanol,Major,Synergism,Unknown
646891,DB00564,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,carbamazepine,nabilone,Moderate,Synergism,Unknown
646956,DB11915,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB09472,valbenazine,sodium sulfate,Moderate,Synergism,Unknown
646991,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB06655,glimepiride,liraglutide,Moderate,Synergism,Unknown
646995,DB09043,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00246,albiglutide,ziprasidone,Moderate,Antagonism,Unknown
647039,DB00047,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00451,insulin glargine,levothyroxine,Moderate,Antagonism,Unknown
647046,DB01122,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01222,ambenonium,budesonide,Moderate,Antagonism,Unknown
647057,DB00924,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB09272,cyclobenzaprine,eluxadoline,Moderate,Synergism,Unknown
647065,DB00620,the metabolism of (.*) can be decreased when combined with (.*).,DB01072,triamcinolone,atazanavir,Major,Synergism,Unknown
647076,DB00859,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,penicillamine,aluminum hydroxide,Moderate,Antagonism,Unknown
647102,DB00790,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00742,perindopril,mannitol,Moderate,Antagonism,Unknown
647140,DB00610,(.*) may increase the tachycardic activities of (.*).,DB01105,metaraminol,sibutramine,Moderate,Synergism,Unknown
647197,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00734,ertugliflozin,risperidone,Moderate,Antagonism,Unknown
647259,DB00672,the protein binding of (.*) can be decreased when combined with (.*).,DB00580,chlorpropamide,valdecoxib,Moderate,Synergism,Unknown
647307,DB00912,the excretion of (.*) can be decreased when combined with (.*).,DB12941,repaglinide,darolutamide,Moderate,Synergism,Unknown
647323,DB00734,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,risperidone,cimetidine,Minor,Synergism,Unknown
647454,DB01137,(.*) may increase the neuroexcitatory activities of (.*).,DB01399,levofloxacin,salsalate,Moderate,Synergism,Unknown
647480,DB00880,the risk or severity of hypercalcemia can be increased when (.*) is combined with (.*).,DB01070,chlorothiazide,dihydrotachysterol,Moderate,New Adverse,Hypercalcemia
647521,DB09101,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,elvitegravir,magaldrate,Moderate,Antagonism,Unknown
647618,DB04855,the metabolism of (.*) can be increased when combined with (.*).,DB00741,dronedarone,hydrocortisone,Major,Antagonism,Unknown
647642,DB06292,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB09026,dapagliflozin,aliskiren,Moderate,Synergism,Unknown
647690,DB00672,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01015,chlorpropamide,sulfamethoxazole,Moderate,Synergism,Unknown
647692,DB00865,the serum concentration of (.*) can be increased when it is combined with (.*).,DB06723,benzphetamine,aluminum hydroxide,Moderate,Synergism,Unknown
647719,DB00082,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01261,pegvisomant,sitagliptin,Moderate,Synergism,Unknown
647730,DB00912,the metabolism of (.*) can be increased when combined with (.*).,DB00615,repaglinide,rifabutin,Moderate,Antagonism,Unknown
647732,DB00030,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB14509,insulin human,lithium carbonate,Moderate,Synergism,Unknown
647794,DB00295,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00715,morphine,paroxetine,Moderate,Synergism,Unknown
648166,DB00839,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00668,tolazamide,epinephrine,Moderate,Antagonism,Unknown
648239,DB01098,the metabolism of (.*) can be decreased when combined with (.*).,DB14761,rosuvastatin,remdesivir,Moderate,Synergism,Unknown
648264,DB00912,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00603,repaglinide,medroxyprogesterone acetate,Moderate,Antagonism,Unknown
648323,DB11859,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,brexanolone,nabilone,Moderate,Synergism,Unknown
648328,DB01268,the risk or severity of qtc prolongation and torsade de pointes can be increased when (.*) is combined with (.*).,DB00904,sunitinib,ondansetron,Moderate,New Adverse,"Torsade de pointes,Qtc prolongation "
648367,DB00540,the metabolism of (.*) can be decreased when combined with (.*).,DB00757,nortriptyline,dolasetron,Major,Synergism,Unknown
648392,DB00252,the metabolism of (.*) can be increased when combined with (.*).,DB00165,phenytoin,pyridoxine,Moderate,Antagonism,Unknown
648545,DB00502,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00486,haloperidol,nabilone,Moderate,New Adverse,CNS depression
648616,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB05294,famotidine,vandetanib,Moderate,Synergism,Unknown
648635,DB06402,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00604,telavancin,cisapride,Major,Synergism,Unknown
648672,DB01656,the serum concentration of (.*) can be increased when it is combined with (.*).,DB05990,roflumilast,obeticholic acid,Moderate,Synergism,Unknown
648804,DB01164,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00880,calcium chloride,chlorothiazide,Moderate,Synergism,Unknown
648807,DB00244,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB15066,mesalazine,givosiran,Moderate,Synergism,Unknown
649047,DB01294,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00030,bismuth subsalicylate,insulin human,Moderate,Synergism,Unknown
649065,DB09038,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00351,empagliflozin,megestrol acetate,Moderate,Antagonism,Unknown
649233,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB06282,metoclopramide,levocetirizine,Moderate,New Adverse,Sedation
649254,DB11348,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00562,calcium phosphate,benzthiazide,Moderate,Synergism,Unknown
